pueblo	0.39431912467592567
gobierno	0.33552886625515166
gente	0.30884974777552027
méxico	0.2798162062336397
caso	0.25888963971323403
país	0.18403924013029943
empresas	0.17958927474796976
corrupción	0.17445962075592253
dinero	0.17016133484109347
fideicomisos	0.169867779780181
mil	0.16711588872539865
apoyo	0.15677503270717547
presidente	0.15030412650777825
secretario	0.1473981762451406
asunto	0.1370555545710898
secretaría	0.12829537756262369
sector	0.12813245361708567
información	0.12534288689807171
informar	0.12427772658178979
general	0.12217301197794618
millones	0.11922332590131271
días	0.11852947886368236
reforma	0.11047906968498358
día	0.10953764520244236
cabo	0.10700888246954446
medicamentos	0.1022425481131605
investigación	0.10074850894530414
acuerdo	0.1002844813706797
importante	0.09946348824237611
defensa	0.09916840208488623
democracia	0.09823536420452214
seguir	0.09614236666848835
unidos	0.08905527819378639
informe	0.08430569727969983
madero	0.08216783391316936
crisis	0.08184194175343025
años	0.08036899607311743
hablando	0.08013031475878049
agua	0.07881459967386877
recursos	0.0771476028461823
salud	0.0766776248854158
elecciones	0.0763160221938434
personas	0.0749392085373222
quintana	0.07461952244394816
protección	0.07349810422450043
transformación	0.0712272795886318
ustedes	0.07081554115091716
problema	0.07053793359609008
elementos	0.07013436823262531
allá	0.0700352092000601
roo	0.06973312867140503
proceso	0.06964445793896053
pública	0.06653494406680964
política	0.06559080581796298
propósito	0.06534550469608667
vacuna	0.06509169238354125
tema	0.06484793618801894
afortunadamente	0.06480175486751662
vida	0.06479090899254196
año	0.06464928343845736
mundo	0.06373052715284896
quiero	0.06317986594389513
marina	0.0626030534350922
federal	0.062411492641864366
hospitales	0.06198487058407492
atención	0.06178214868561978
pandemia	0.060970821107524616
huracán	0.060694007727585424
trabajando	0.06009520756619205
boletos	0.06005526937554593
forma	0.060042724720162303
público	0.05991382567788062
medios	0.05990913981739998
trabajadores	0.05951579073067779
entregar	0.0590418684467695
nacional	0.05888469183543939
derecho	0.058603582995288006
pobres	0.05815049133421265
fiscalía	0.05803258974730159
casos	0.05766297457295642
ayudar	0.05745904743982731
ciudadanos	0.05736731695783012
presupuesto	0.05715433115287588
créditos	0.056902504598651
yucatán	0.05663669847246381
zócalo	0.05646523205673775
servicio	0.05590587231159028
dejar	0.05521334121070771
preguntas	0.055183760974816476
frenaaa	0.05470630114320487
partido	0.05434807693099479
privado	0.05431741989580185
señor	0.05340998156340486
seguridad	0.05330889305850714
mayoría	0.05305307074281079
digo	0.052455093333352916
pesos	0.052312191845656136
quieren	0.0509191239885662
empleos	0.05024954788461684
fondos	0.049789416178132075
intereses	0.0495841066739102
garcía	0.049441688838403774
neoliberal	0.04919099213957105
cambio	0.04908394235944254
tiempos	0.04903755377096636
empresa	0.04902577506211559
mes	0.04892242583371931
falta	0.04889119526061719
periódico	0.04859516173045939
educación	0.04854382781872508
atender	0.04832754129673058
historia	0.048280988556522984
participar	0.04806981812247089
económica	0.047989351191545716
pregunta	0.04781696416029186
resolver	0.047723524559373835
empresarios	0.04767043506233151
claro	0.04766974472002067
gobiernos	0.04760941580435357
mujeres	0.04753235962967373
sé	0.047090994303492215
cargo	0.046249138926664
hacienda	0.04600300116869897
universal	0.045636598649162106
civil	0.04546631420436761
ciento	0.0453880095463972
plan	0.04529614094548845
buscando	0.045162472508690224
humanos	0.04510405613617121
tabasco	0.04501565346149833
corresponde	0.044799330649896725
carlos	0.04458048558776782
dije	0.044536874696465126
partidos	0.04449018952203942
representantes	0.044484901165782714
campaña	0.0443735003840351
relaciones	0.04385534353870827
mal	0.043848538834296825
derechos	0.043505411212541055
manejo	0.04317479176804547
autoridades	0.042994621265230876
libertad	0.04290366355135342
abajo	0.042695439646757
decía	0.04256856870815288
cosa	0.04254429751774558
hablar	0.04203380593288253
escuelas	0.041860872448508564
mexicanos	0.04165907009326597
relación	0.04152433905672036
comprar	0.04120848357677622
comunidades	0.04027783889703434
bienestar	0.04010936187458164
niños	0.03978417807273169
luna	0.03976198043838618
llegar	0.0397313874344216
presidentes	0.03934905798355349
países	0.039343994802410735
llama	0.03932664019599132
economía	0.03919861012297652
imagínense	0.03909350699577835
energía	0.03882029888614441
movimiento	0.03873330349050622
iba	0.03864734734339867
consulta	0.03842036454057097
social	0.03835105881078797
chiapas	0.03811111205847651
régimen	0.03810084621356914
compromiso	0.038017673641222535
medio	0.03799012899637918
recibiendo	0.037893886399222816
comunicación	0.03788290147808654
semana	0.03786094881283973
mañana	0.037721205833089515
municipales	0.03767932564528586
presentar	0.03760519660690757
dirigente	0.03753290155522369
pendiente	0.03749660885147708
pueblos	0.03744256990869527
interés	0.03732042409537419
francisco	0.037185429506858166
apoyos	0.03678408301662103
palabra	0.036762684928567206
posibilidad	0.036179529896778855
efecto	0.0361521801431111
aeropuerto	0.03614336571740222
cumplir	0.03592127392789628
votos	0.03563193118629752
eléctrica	0.03562700117331015
opinión	0.03539783285209763
octubre	0.03538089262137752
actuar	0.035316606848710984
esperar	0.034793068473874124
vemos	0.0340892954054892
favor	0.03400251726787686
candidatos	0.03396217507055488
covid	0.033833794006453026
funcionarios	0.033833106447218694
informando	0.03373875671842257
directora	0.033657251775357354
organismos	0.033470325356394014
sociales	0.03346242394664096
luis	0.0334360880212016
remesas	0.033327527026650906
finales	0.033231716462293864
pagar	0.03322811848073653
ambiente	0.032955628366216475
gobernador	0.03295156522192316
haga	0.032925445360721096
zona	0.03292146117887954
darle	0.03274247843847018
baja	0.032723236654121544
clase	0.03263144473554939
atendiendo	0.03231442360033049
procesos	0.03229062337625182
privilegios	0.03193955719202314
proteger	0.031769876359865584
calderón	0.031490344941174725
partes	0.03148133095698352
seguro	0.031412147865711226
gracias	0.03130380581832327
gobernación	0.031256701607697016
redes	0.03110521311685437
lamentable	0.03096951444525335
creados	0.030871514110541252
policías	0.03084392619978117
padres	0.03070386179715581
conservadores	0.030702623270170887
iniciar	0.030379412601979978
públicos	0.030371575460952902
inversión	0.030346207034056237
grupos	0.030204242121444836
cuidar	0.03012203865963662
pasó	0.03009375324853507
transparencia	0.030073767432671206
mexicano	0.02994384975179745
fuerza	0.02990746581904801
control	0.029824952951593105
ley	0.02967818838026869
periódicos	0.02951972071892518
grupo	0.02944873708891205
instrucción	0.029418804129246433
problemas	0.029386798246347413
familiares	0.02929341135164593
nombre	0.029224865619707448
contar	0.02918871814820897
utilizar	0.029060325264059085
exteriores	0.02899210440678166
convenio	0.028979610902900032
impunidad	0.02894418159035912
ojalá	0.028900355539506227
siquiera	0.028898074004110517
doctor	0.028857268233955676
meses	0.028830669106902684
medicinas	0.0287169217735352
médicos	0.02871423569103414
apoyar	0.028713035086451184
viendo	0.028693704879694002
lunes	0.028653661208037882
decían	0.02862942520937491
directa	0.028046272720219048
único	0.02803405676332408
constitución	0.027900237941589946
habla	0.027663998874110522
hacían	0.027523076625468875
pronto	0.027522469450953737
respuestas	0.027380531549557188
particulares	0.027315438961332046
periodo	0.02727073604849793
ayuda	0.027215640587474704
reunión	0.02707760728894166
ejército	0.027031039750499315
cultura	0.02695457613964228
encuesta	0.02685429095287732
fondo	0.026772635249554977
situación	0.02676567736169211
calidad	0.026673930345075612
dirigentes	0.026592629338331477
sucedió	0.026562206509275297
afectados	0.02652752310691804
abrimos	0.026342579671028918
programas	0.026202739883787417
resultado	0.026089159116103433
permitir	0.02590127272300805
elección	0.0257986335068954
muchísimo	0.025768247060431643
repito	0.025732708953970198
guardia	0.025603106980062334
robo	0.025358399202240273
mantener	0.02532803883921299
norte	0.025327422501355366
lista	0.02527479332917194
fuerzas	0.025152118425393288
presa	0.025067724661221938
ine	0.02495188452162302
salió	0.02489170865532673
diferencia	0.024781454770224247
decisión	0.02455399065160442
escuela	0.024543205027512626
cáncer	0.02450843586045847
informarles	0.024469439533984193
avanzando	0.024446377872073967
militantes	0.024444004832639473
desarrollo	0.024398591021400077
asuntos	0.024362701476596187
marcelo	0.024322879018450462
respeto	0.024178279203726987
proyectos	0.024174593894792786
delta	0.02415597161821561
ojeda	0.024101972650080065
políticos	0.024042658073037997
director	0.02397659014932085
orden	0.023970778109698183
hidalgo	0.023858647501155638
electorales	0.023781367571139692
libro	0.023758423137307454
gusto	0.023748120607405485
análisis	0.02374708943881238
reconocimiento	0.023720138422534103
drogas	0.023630141744606946
viene	0.02359477583256551
electoral	0.023532310549155097
ayudado	0.023523143747585663
libres	0.023514975212888655
jorge	0.02349252985122195
quiénes	0.023433072659170533
departamento	0.02343255019262512
